Title,Carpet Area,Status,Floor,Price,Bathrooms,Transaction,Furnishing
"3 BHK Apartment for Sale in Forest County, Kharadi Pune",1550 sqft,Ready to Move,5 out of 12,"₹
2.85 Cr",,New Property,Semi-Furnished
"3 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",1095 sqft,Ready to Move,19 out of 28,"₹
1.60 Cr",,,
"1 BHK Apartment for Sale in Deshmukh Height, Chakan Pune",516 sqft,Ready to Move,3 out of 4,"₹
24 Lac",,,
2 BHK Apartment for Sale in Kondhwa khurd Pune,910 sqft,Ready to Move,6 out of 11,"₹
72 Lac",,Resale,Unfurnished
"1 BHK Apartment for Sale in AnantSrishti, Vadgaon Pune",N/A,Ready to Move,7 out of 8,"₹
23 Lac",,,
"1 BHK Apartment for Sale in Tranquil Park, Lohegaon Pune",423 sqft,Ready to Move,10 out of 10,"₹
38 Lac",,,
"1 BHK Builder Floor for Sale in Chaitanya Niketan, Talegaon Dabhade Pune",475 sqft,Ready to Move,2 out of 3,"₹
20 Lac",,,
"1 BHK Apartment for Sale in Navyangan, Pirangut Pune",389 sqft,Ready to Move,8 out of 12,"₹
27 Lac",,,
"3 BHK House for Sale in Bhoomis Spring Town, Kondhwa Undri Saswad Road Pune",1960 sqft,Ready to Move,Ground out of 2,"₹
1.20 Cr",,,
2 BHK Apartment for Sale in Vijay Nagar Kalewadi Pune,800 sqft,Ready to Move,2 out of 5,"₹
74 Lac",,,
"2 BHK Apartment for Sale in Sketch Book, Hinjawadi Pune",N/A,Ready to Move,8 out of 10,"₹
25 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Jagdish, Prabhat Road Pune",N/A,N/A,6 out of 7,"₹
2.90 Cr",,Resale,N/A
"2 BHK Apartment for Sale in Imperial Towers, NIBM Annexe Area Pune",N/A,Ready to Move,11 out of 11,"₹
77 Lac",,,
2 BHK Villa for Sale in Manchar Pune,850 sqft,Ready to Move,N/A,"₹
22 Lac",,Resale,Semi-Furnished
4 BHK House for Sale in Yamuna Nagar Nigdi Pune,N/A,Ready to Move,2 out of 2,"₹
4.50 Cr",,,
3 BHK Apartment for Sale in Lullanagar Pune,1026 sqft,Poss. by Dec '25,8 out of 15,"₹
1.69 Cr",,,
"3 BHK Apartment for Sale in Ideal Colony, Kothrud Pune",1350 sqft,Ready to Move,1 out of 10,"₹
2.30 Cr",,,
"2 BHK Apartment for Sale in Venkatesh Bhoomi Spring Town Phase II, Undri Pune",900 sqft,Ready to Move,5 out of 11,"₹
52 Lac",,,
"3 BHK Apartment for Sale in Blossom Bouleward, Koregaon Park Pune",N/A,Ready to Move,5 out of 11,"₹
3.50 Cr",,Resale,Furnished
"5 BHK Apartment for Sale in Ideal Colony, Kothrud Pune",1950 sqft,Ready to Move,10 out of 11,"₹
4.25 Cr",,,
"3 BHK Apartment for Sale in Clover Water Garden, Kalyani Nagar Pune",2100 sqft,Ready to Move,4 out of 10,"₹
3 Cr",,,
"2 BHK Apartment for Sale in Godrej Prana, Undri Pune",700 sqft,Ready to Move,10 out of 12,"₹
43 Lac",,,
"3 BHK Apartment for Sale in Silver Skyscapes, Wakad Pune",1210 sqft,Ready to Move,6 out of 12,"₹
1.35 Cr",,,
"2 BHK Apartment for Sale in Kumar Palmsprings Towers, Undri Pune",N/A,Ready to Move,12 out of 16,"₹
78 Lac",,,
"2 BHK Apartment for Sale in Nyati Ebony, Undri Pune",750 sqft,Ready to Move,4 out of 12,"₹
50 Lac",,,
"3 BHK Apartment for Sale in Kingston Atlantis, NIBM Annexe Area Pune",N/A,Ready to Move,6 out of 11,"₹
1.10 Cr",,,
"3 BHK Apartment for Sale in Ganga Liviano, Kharadi Pune",1700 sqft,Ready to Move,11 out of 14,"₹
2.45 Cr",,,
"2 BHK Apartment for Sale in Leela Garden, Kalyani Nagar Pune",1000 sqft,Ready to Move,2 out of 7,"₹
1.69 Cr",,Resale,Semi-Furnished
"4 BHK Penthouse for Sale in Marvel Aeries, Kanchan Galli Pune",5500 sqft,Ready to Move,8 out of 9,"₹
9.15 Cr",,,
3 BHK Apartment for Sale in Bavdhan Pune,1050 sqft,Ready to Move,4 out of 10,"₹
1.20 Cr",,,
"3 BHK Apartment for Sale in Marvel Zephyr, EON Free Zone, Kharadi Pune",1700 sqft,Ready to Move,6 out of 12,"₹
2.45 Cr",,,
"3 BHK Apartment for Sale in Park Royal, Pimple Saudagar, Pimpri Chinchwad Pune",1050 sqft,Ready to Move,9 out of 12,"₹
1.55 Cr",,,
"2 BHK Apartment for Sale in Raheja Vistas Phase III, NIBM Road Pune",750 sqft,Ready to Move,2 out of 11,"₹
63 Lac",,,
"2 BHK Apartment for Sale in Gini Sanskruti, Hadapsar Pune",870 sqft,Ready to Move,4 out of 8,"₹
55 Lac",,,
"3 BHK Apartment for Sale in Jhamtani Vision Ace Phase II, Tathawade Pimpri Chinchwad Pune",807 sqft,Ready to Move,9 out of 14,"₹
1.20 Cr",,,
"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",N/A,Ready to Move,10 out of 15,"₹
1.45 Cr",,,
"3 BHK Villa for Sale in Sunshine Court, Kalyani Nagar Pune",1510 sqft,Ready to Move,N/A,"₹
3.10 Cr",,Resale,
"3 BHK Apartment for Sale in Navkar Shree Building , Wakad Pune",1194 sqft,Ready to Move,5 out of 7,"₹
1.29 Cr",,,
"3 BHK Apartment for Sale in 33 West Avenue, Baner Pune",1210 sqft,Ready to Move,4 out of 14,"₹
1.85 Cr",,,
"3 BHK Apartment for Sale in Kalpataru Jade Residences, Baner Pune",1350 sqft,Ready to Move,14 out of 22,"₹
2.35 Cr",,,
"2 BHK Apartment for Sale in GK Vedanta, Wakad Pune",780 sqft,Ready to Move,2 out of 12,"₹
88 Lac",,,
"3 BHK Apartment for Sale in 32 Pinewood Drive, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park Pune",1033 sqft,Ready to Move,8 out of 14,"₹
88 Lac",,,
"2 BHK Apartment for Sale in Arvind Elan, Kothrud Pune",835 sqft,Ready to Move,5 out of 12,"₹
1.35 Cr",,,
"4 BHK Apartment for Sale in Raheja Sterling, NIBM Road Pune",1500 sqft,Ready to Move,8 out of 22,"₹
1.60 Cr",,,
4 BHK Apartment for Sale in Hole Vasti Pune,1408 sqft,Poss. by Dec '25,9 out of 15,"₹
1.05 Cr",,,
"2 BHK Apartment for Sale in Rama Fusion Towers, Hinjawadi Pune",680 sqft,Ready to Move,11 out of 14,"₹
65 Lac",,,
"3 BHK Apartment for Sale in Venkatesh Laurel, Model Colony, Shivaji Nagar Pune",1277 sqft,Poss. by Mar '28,25 out of 36,"₹
2.68 Cr",,,
"4 BHK Apartment for Sale in Bhonde Colony, Erandwane, Karve Road Pune",1456 sqft,Ready to Move,3 out of 11,"₹
2.90 Cr",,,
"5 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",2650 sqft,Ready to Move,13 out of 32,"₹
4.80 Cr",,,
3 BHK Apartment for Sale in Pashan Pune,1173 sqft,Ready to Move,6 out of 6,"₹
1.28 Cr",,,
"3 BHK Apartment for Sale in Pristine Prolife, Wakad Pune",N/A,Ready to Move,10 out of 12,"₹
1.52 Cr",,,
"4 BHK Villa for Sale in R K Lunkad Nisarg Phase I, Wakad Pune",2050 sqft,Ready to Move,N/A,"₹
2.40 Cr",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Dorabjee Paradise, Mohammed Wadi Pune",1300 sqft,Ready to Move,N/A,"₹
99 Lac",,Resale,
"3 BHK Apartment for Sale in Pebbles Urbania, Bavdhan Pune",968 sqft,Ready to Move,5 out of 12,"₹
1.40 Cr",,,
"3 BHK Villa for Sale in Kumar Picasso, Hadapsar Pune",2000 sqft,Ready to Move,N/A,"₹
3.60 Cr",,Resale,
"4 BHK Apartment for Sale in Yashada Jubilee Hills, Baner Pune",1901 sqft,Poss. by Nov '25,4 out of 20,"₹
3.40 Cr",,,
"3 BHK Apartment for Sale in Golden Trellis, Balewadi Pune",1250 sqft,Ready to Move,4 out of 11,"₹
1.47 Cr",,,
"2 BHK Apartment for Sale in Tyagi Brookside, Vishrantwadi, Airport Road Pune",767 sqft,Ready to Move,7 out of 7,"₹
65 Lac",,,
3 BHK Villa for Sale in Wakad Pune,2900 sqft,Ready to Move,N/A,"₹
13.50 Cr",,Resale,
"3 BHK Apartment for Sale in Kolte-Patil Western Avenue, Wakad Pune",1050 sqft,Ready to Move,14 out of 20,"₹
1.55 Cr",,,
"3 BHK Apartment for Sale in Godrej Rejuve, Keshav Nagar Mundhwa Pune",1047 sqft,Ready to Move,14 out of 19,"₹
1.29 Cr",,,
"2 BHK Apartment for Sale in Megapolis Sangria Towers, Hinjawadi Pune",N/A,Ready to Move,8 out of 21,"₹
80 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Mont Vert Seville, Kaspate Wasti Pune",1175 sqft,Ready to Move,14 out of 14,"₹
1.20 Cr",,,
"3 BHK Villa for Sale in Chrrysalis, Wageshwar Nagar Pune",1234 sqft,Ready to Move,N/A,"₹
1.75 Cr",,Resale,
"1 BHK Apartment for Sale in Majestique Memories, Mohammed Wadi Pune",450 sqft,Ready to Move,2 out of 13,"₹
36 Lac",,,
"2 BHK Apartment for Sale in Madhav Baug Project, Anand Nagar Malwadi Pune",800 sqft,Ready to Move,3 out of 4,"₹
72 Lac",,,
"3 BHK Apartment for Sale in Renuka Panch Tattva, Tathawade Pimpri Chinchwad Pune",1083 sqft,Poss. by Dec '25,1 out of 21,"₹
95 Lac",,,
"3 BHK Apartment for Sale in The Address, Boat Club Road Pune",3720 sqft,Ready to Move,6 out of 10,"₹
8.75 Cr",,,
"5 BHK Apartment for Sale in Yashodhan Society, Kondhwa BK Pune",2100 sqft,Ready to Move,9 out of 11,"₹
1.75 Cr",,,
"3 BHK Apartment for Sale in Bella Casa II, Mohan Nagar Co operative Society Pune",1075 sqft,Ready to Move,6 out of 11,"₹
1.15 Cr",,,
"3 BHK Apartment for Sale in Gagan Arena, NIBM Annexe Area Pune",1080 sqft,Ready to Move,8 out of 11,"₹
75 Lac",,,
"3 BHK Apartment for Sale in Siddharth Ganga Tower, Kalyani Nagar Pune",N/A,Ready to Move,9 out of 11,"₹
1.75 Cr",,,
3 BHK Apartment for Sale in Vitthal Nagar Kharadi Pune,1900 sqft,Ready to Move,3 out of 8,"₹
2.50 Cr",,,
"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",1700 sqft,Ready to Move,23 out of 30,"₹
3.40 Cr",,,
"3 BHK Apartment for Sale in Nalini Apartment Aundh, Aundh Pune",1310 sqft,Ready to Move,5 out of 15,"₹
1.45 Cr",,,
"2 BHK Apartment for Sale in Karma Rejoice, Undri Pune",690 sqft,Ready to Move,7 out of 14,"₹
38.5 Lac",,,
"2 BHK Apartment for Sale in Emerald, Wakad Pune",850 sqft,Ready to Move,2 out of 8,"₹
62 Lac",,,
"2 BHK Apartment for Sale in Sanskruti Meander, Wagholi Pune",617 sqft,Ready to Move,6 out of 12,"₹
44 Lac",,,
"3 BHK Apartment for Sale in Paranjape Broadway, Wakad Pune",1250 sqft,Ready to Move,12 out of 20,"₹
1.72 Cr",,,
"3 BHK Apartment for Sale in Kalpataru Jade Residences, Baner Pune",1180 sqft,Ready to Move,5 out of 21,"₹
2.25 Cr",,,
"3 BHK Apartment for Sale in Riverdale Residences, Kharadi Pune",1069 sqft,Ready to Move,8 out of 12,"₹
1.65 Cr",,,
3 BHK Villa for Sale in Baner Pune,2000 sqft,Ready to Move,N/A,"₹
4 Cr",,Resale,
"2 BHK Apartment for Sale in Avon Vista, Balewadi Gaon, Balewadi Pune",757 sqft,Poss. by Dec '24,10 out of 30,"₹
90.6 Lac",,,
"3 BHK Apartment for Sale in Goel ganga Newtown, Dhanori Pune",N/A,Ready to Move,5 out of 12,"₹
91 Lac",,,
"2 BHK Apartment for Sale in Gera World of Joy, EON Free Zone, Kharadi Pune",800 sqft,Ready to Move,7 out of 15,"₹
1.02 Cr",,,
"2 BHK Apartment for Sale in Eastwoods, Hills and Dales Pune",N/A,Ready to Move,2 out of 13,"₹
1.25 Cr",,,
"3 BHK Apartment for Sale in Godrej Infinity, Keshav Nagar Mundhwa Pune",1250 sqft,Ready to Move,22 out of 26,"₹
1.70 Cr",,,
"4 BHK Apartment for Sale in Suma Shilp 7 Modibaug, Ganeshkhind Pune",2550 sqft,Ready to Move,7 out of 11,"₹
6.91 Cr",,,
"4 BHK Apartment for Sale in Kolte Patil 24K Atria, Pimple Nilakh, Pimpri Chinchwad Pune",2669 sqft,Ready to Move,8 out of 16,"₹
5 Cr",,,
"3 BHK Apartment for Sale in Marvel Zephyr, EON Free Zone, Kharadi Pune",1800 sqft,Ready to Move,3 out of 12,"₹
2.50 Cr",,,
2 BHK Apartment for Sale in Warje Pune,700 sqft,Ready to Move,2 out of 4,"₹
75 Lac",,,
"3 BHK Apartment for Sale in Dosti Greenscapes, Hadapsar Pune",924 sqft,Poss. by Nov '26,13 out of 21,"₹
1.15 Cr",,,
"3 BHK Apartment for Sale in Riverdale Residences, Kharadi Pune",1064 sqft,Ready to Move,5 out of 21,"₹
1.60 Cr",,,
"3 BHK Apartment for Sale in Kolte Patil Life Republic, Hinjawadi Pune",1310 sqft,Ready to Move,17 out of 22,"₹
95 Lac",,,
"3 BHK Apartment for Sale in Shakuntal Forestia Apartment, Dudulgaon, Alandi Pune",960 sqft,Poss. by Dec '25,9 out of 14,"₹
69.3 Lac",,,
3 BHK Apartment for Sale in Wakad Pune,1350 sqft,Ready to Move,5 out of 12,"₹
2.60 Cr",,,
"4 BHK Apartment for Sale in Ganga Platino, Kharadi Pune",1700 sqft,Ready to Move,19 out of 19,"₹
3.49 Cr",,,
"3 BHK Apartment for Sale in Amanora Gold Towers, Amanora Park Town Pune",1110 sqft,Ready to Move,20 out of 33,"₹
1.58 Cr",,,
"3 BHK Apartment for Sale in Magarpatta Jasminium, Hadapsar Pune",1250 sqft,Ready to Move,7 out of 11,"₹
2.08 Cr",,,
"4 BHK Apartment for Sale in ANP Atlantis, Balewadi Pune",2010 sqft,Ready to Move,12 out of 18,"₹
3.50 Cr",,,
"1 BHK Apartment for Sale in Gagan Klara, Balewadi Pune",387 sqft,Ready to Move,6 out of 10,"₹
40 Lac",,,
3 BHK Apartment for Sale in Parsi Colony Lullanagar Pune,1260 sqft,Ready to Move,2 out of 5,"₹
1.27 Cr",,,
"3 BHK Apartment for Sale in Mudra, Bibwewadi Pune",2060 sqft,Ready to Move,1 out of 16,"₹
3.66 Cr",,,
"3 BHK Apartment for Sale in Skyi Songbirds, Bhugaon, Bavdhan Pune",1100 sqft,Ready to Move,7 out of 12,"₹
99 Lac",,,
"3 BHK Apartment for Sale in Marigold Complex , Marigold complex, Kalyani Nagar Pune",1760 sqft,Ready to Move,6 out of 11,"₹
3.25 Cr",,,
"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",1200 sqft,Ready to Move,4 out of 14,"₹
1.68 Cr",,,
"4 BHK Apartment for Sale in Marvel Brisa, Laxmi Nagar Balewadi Pune",2250 sqft,Ready to Move,11 out of 20,"₹
3.50 Cr",,,
"4 BHK Apartment for Sale in SUN SOLITAIRE, Kalyani Nagar Pune",2178 sqft,Ready to Move,5 out of 5,"₹
3.25 Cr",,,
"3 BHK Apartment for Sale in Vascon Ela, Hadapsar Pune",1180 sqft,Ready to Move,9 out of 12,"₹
1.20 Cr",,,
"3 BHK Apartment for Sale in Karan Ira, Kalyani Nagar Pune",1250 sqft,Ready to Move,10 out of 12,"₹
1.55 Cr",,,
1 BHK Apartment for Sale in Viman Nagar Pune,410 sqft,Ready to Move,5 out of 7,"₹
53 Lac",,,
"2 BHK Apartment for Sale in Kolte-Patil Stargaze Platinum Series, Mokai Vasti, Bavdhan Pune",810 sqft,Ready to Move,11 out of 14,"₹
1.05 Cr",,,
"3 BHK Apartment for Sale in Goel Ganga Legend County, Patil Nagar Bavdhan Pune",1230 sqft,Ready to Move,23 out of 23,"₹
1.59 Cr",,,
"3 BHK Apartment for Sale in Magarpatta Cosmos Apartment, Magarpatta Pune",912 sqft,Ready to Move,5 out of 11,"₹
1.90 Cr",,,
"3 BHK Apartment for Sale in Ganga Liviano, Kharadi Pune",1355 sqft,Ready to Move,4 out of 14,"₹
1.99 Cr",,,
"3 BHK Apartment for Sale in Bramha the Collection, New Kalyani Nagar Pune",1255 sqft,Ready to Move,23 out of 29,"₹
1.55 Cr",,,
"2 BHK Apartment for Sale in Navratna Exotica, Hadapsar Pune",641 sqft,Ready to Move,7 out of 11,"₹
46.5 Lac",,,
"2 BHK Apartment for Sale in Panache, Wakad Pune",710 sqft,Ready to Move,2 out of 12,"₹
80 Lac",,,
"3 BHK Apartment for Sale in ANP Ultimus, Bhujbal Vasti, Pimpri Chinchwad Pune",1148 sqft,Poss. by Jun '27,12 out of 35,"₹
1.25 Cr",,,
"3 BHK Apartment for Sale in Mantra Montana, Dhanori Pune",978 sqft,Ready to Move,2 out of 13,"₹
92 Lac",,,
"3 BHK Apartment for Sale in Marvel Citrine, Kharadi Pune",N/A,Ready to Move,3 out of 10,"₹
1.60 Cr",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Solitaire II, Baner Pune",800 sqft,Ready to Move,21 out of 21,"₹
70 Lac",,,
"2 BHK Apartment for Sale in Eiffel City Phase II, Chakan Pune",475 sqft,Ready to Move,1 out of 12,"₹
27.4 Lac",,,
"2 BHK Apartment for Sale in Majestique Signature Towers, Balewadi Pune",N/A,Ready to Move,7 out of 21,"₹
1.25 Cr",,New Property,Unfurnished
"3 BHK Apartment for Sale in Anshul Sara, Baner Pune",885 sqft,Ready to Move,3 out of 6,"₹
1.10 Cr",,,
"3 BHK Apartment for Sale in Highmont Phase 1, Hinjawadi Pune",1041 sqft,Ready to Move,15 out of 22,"₹
92.5 Lac",,,
"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2100 sqft,Ready to Move,1 out of 13,"₹
3.45 Cr",,,
"3 BHK House for Sale in Shubh Gateway, Mhada Colony-Viman Nagar, Viman Nagar Pune",1155 sqft,Ready to Move,Upper Basement out of 12,"₹
1.85 Cr",,,
3 BHK Apartment for Sale in majestique tower Pune,1020 sqft,Ready to Move,14 out of 16,"₹
1.42 Cr",,,
"4 BHK Apartment for Sale in Gagan Unnati, Kondhwa Pune",2800 sqft,Ready to Move,2 out of 20,"₹
2.85 Cr",,,
"3 BHK Apartment for Sale in Capital Tower, Wakad Pune",1050 sqft,Ready to Move,2 out of 7,"₹
1.10 Cr",,,
"3 BHK Apartment for Sale in Enerrgia Skyi Songbirds, Bavdhan Pune",1327 sqft,Ready to Move,10 out of 12,"₹
1.55 Cr",,,
"2 BHK Apartment for Sale in Yashada Splendid Lakeview, Shiv Nagar Pashan Pune",700 sqft,Ready to Move,2 out of 12,"₹
70 Lac",,,
"3 BHK Villa for Sale in Clover Highlands, NIBM Road Pune",2400 sqft,Ready to Move,N/A,"₹
3.50 Cr",,Resale,
"3 BHK Apartment for Sale in Goel Ganga Legend County, Ram Nagar Bavdhan Pune",1260 sqft,Poss. by Dec '27,23 out of 27,"₹
1.45 Cr",,,
3 BHK Apartment for Sale in Balewadi Pune,950 sqft,Ready to Move,N/A,"₹
87 Lac",,Resale,
"4 BHK Apartment for Sale in Mohor, Model Colony, Shivaji Nagar Pune",1965 sqft,Ready to Move,6 out of 7,"₹
4.99 Cr",,,
"4 BHK Apartment for Sale in Golden Cascade, Wakad Pune",2000 sqft,Ready to Move,4 out of 12,"₹
2.45 Cr",,,
"3 BHK Apartment for Sale in Marigold Complex , Marigold complex, Kalyani Nagar Pune",1800 sqft,Ready to Move,5 out of 12,"₹
3.30 Cr",,,
"3 BHK Apartment for Sale in Mit Riviera, Boat Club Road Pune",1800 sqft,Ready to Move,7 out of 11,"₹
3.10 Cr",,,
"3 BHK Apartment for Sale in Goel Ganga Legend County, Bavdhan Pune",1440 sqft,Poss. by Dec '25,10 out of 23,"₹
1.44 Cr",,,
"2 BHK Apartment for Sale in Yash Florencia, Kondhwa Pune",740 sqft,Ready to Move,2 out of 12,"₹
58.4 Lac",,,
"3 BHK Apartment for Sale in Infinity World, Punawale, Pimpri Chinchwad Pune",1019 sqft,Ready to Move,13 out of 20,"₹
98 Lac",,,
"2 BHK Apartment for Sale in Mount Unique Residences, Baner Pune",777 sqft,Ready to Move,11 out of 12,"₹
92 Lac",,,
3 BHK Villa for Sale in Spine Road Pune,1700 sqft,Ready to Move,N/A,"₹
2.10 Cr",,Resale,
"4 BHK Apartment for Sale in Gera GreensVille SkyVillas, Kharadi Pune",2268 sqft,Ready to Move,3 out of 5,"₹
2.70 Cr",,,
"3 BHK Apartment for Sale in Gagan Ela, Kondhwa Pune",1110 sqft,Ready to Move,1 out of 18,"₹
1.15 Cr",,,
3 BHK Apartment for Sale in Baner Mahalunge Road Pune,1230 sqft,Ready to Move,10 out of 16,"₹
88 Lac",,,
"3 BHK Apartment for Sale in Nyati Emerald, Baner Pune",1213 sqft,Poss. by May '27,20 out of 26,"₹
1.55 Cr",,,
"5 BHK House for Sale in Nandan Freedom Park, Pimple Nilakh, Pimpri Chinchwad Pune",3400 sqft,Ready to Move,Ground out of 1,"₹
7 Cr",,,
"3 BHK Apartment for Sale in Mantra Monarch, Patil Nagar Balewadi Pune",1020 sqft,Ready to Move,4 out of 20,"₹
1.38 Cr",,,
"3 BHK Apartment for Sale in Mystique Moods, Viman Nagar Pune",1430 sqft,Ready to Move,4 out of 8,"₹
1.66 Cr",,,
"2 BHK Apartment for Sale in Princetown Towers, Undri Pune",840 sqft,Ready to Move,1 out of 22,"₹
71 Lac",,,
"2 BHK Apartment for Sale in GK Atlanta Phase 1, Wakad Pune",N/A,Ready to Move,12 out of 12,"₹
82 Lac",,,
"2 BHK Apartment for Sale in Venkatesh Flora Phase II, Mundhwa Pune",942 sqft,Ready to Move,11 out of 11,"₹
80 Lac",,,
"2 BHK Apartment for Sale in Madhuvanti Nanded city, Sinhgad Road Pune",750 sqft,Ready to Move,7 out of 11,"₹
77 Lac",,,
"3 BHK Apartment for Sale in Godrej Hillside, Mahalunge Pune",1050 sqft,Ready to Move,11 out of 22,"₹
90 Lac",,,
"3 BHK Villa for Sale in Florentine, Sopan Baug Society, Ghorpadi Pune",3242 sqft,Ready to Move,N/A,"₹
3.50 Cr",,Resale,
"4 BHK Apartment for Sale in Kolte Patil 24K Stargaze, Bavdhan Pune",N/A,Ready to Move,5 out of 14,"₹
2.80 Cr",,,
4 BHK Apartment for Sale in Prabhat Road Pune,1916 sqft,Poss. by Jul '25,5 out of 18,"₹
5.07 Cr",,,
3 BHK Apartment for Sale in Kondhwa Pune,1250 sqft,Ready to Move,4 out of 11,"₹
1.35 Cr",,,
"3 BHK Apartment for Sale in Marvel Sangria, Hills and Dales Pune",1900 sqft,Ready to Move,8 out of 12,"₹
2.50 Cr",,,
"3 BHK Apartment for Sale in Twin Towers Apartment, Aundh Pune",N/A,Ready to Move,7 out of 11,"₹
2 Cr",,,
2 BHK Apartment for Sale in Katraj Pune,860 sqft,Ready to Move,2 out of 17,"₹
90 Lac",,,
"3 BHK Apartment for Sale in Paranjape Richmond Park, Rahatani Pune",950 sqft,Ready to Move,6 out of 11,"₹
1.10 Cr",,,
"4 BHK Apartment for Sale in Amar Landmark, Baner Pune",3600 sqft,Ready to Move,8 out of 18,"₹
11.50 Cr",,,
"3 BHK Apartment for Sale in The Address at Wakad, Shankar Kalat Nagar Pune",950 sqft,Ready to Move,12 out of 12,"₹
96.5 Lac",,,
"2 BHK Apartment for Sale in Sai Sanskruti, Wagholi Pune",735 sqft,Ready to Move,5 out of 10,"₹
63 Lac",,,
"2 BHK Apartment for Sale in Pebbles Greenfield, Tathawade Pimpri Chinchwad Pune",764 sqft,Poss. by Jun '26,5 out of 25,"₹
77.4 Lac",,,
"4 BHK Apartment for Sale in Tej Ameet , Shivajinagar Pune",1835 sqft,Ready to Move,5 out of 7,"₹
4.85 Cr",,,
"3 BHK Apartment for Sale in Model Colony, Shivaji Nagar Pune",1171 sqft,Ready to Move,4 out of 5,"₹
2.50 Cr",,,
3 BHK Apartment for Sale in Wanawadi Gaon Pune,1250 sqft,Ready to Move,6 out of 9,"₹
1.60 Cr",,,
"3 BHK Apartment for Sale in Jade Residences 2, Wagholi Pune",927 sqft,Ready to Move,4 out of 10,"₹
66.5 Lac",,,
"2 BHK Apartment for Sale in K Town Kiwale, Kiwale, Dehu Road Pune",740 sqft,Ready to Move,4 out of 14,"₹
60 Lac",,,
"3 BHK Apartment for Sale in ARV Royale, Hadapsar Pune",804 sqft,Ready to Move,8 out of 11,"₹
50 Lac",,,
"3 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",1500 sqft,Ready to Move,12 out of 18,"₹
1.85 Cr",,New Property,Unfurnished
"2 BHK Apartment for Sale in Omega Paradise, Wakad Pune",850 sqft,Ready to Move,5 out of 12,"₹
85 Lac",,,
"4 BHK Apartment for Sale in Blue Ridge, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune",1911 sqft,Ready to Move,2 out of 25,"₹
2 Cr",,,
"3 BHK Apartment for Sale in Spring Valley, Magarpatta Pune",1200 sqft,Ready to Move,1 out of 11,"₹
1.40 Cr",,,
3 BHK House for Sale in Patil Nagar Bavdhan Pune,1800 sqft,Ready to Move,2 out of 2,"₹
3 Cr",,,
"3 BHK Apartment for Sale in 99 Riverfront, Baner Pune",1150 sqft,Ready to Move,8 out of 12,"₹
1.73 Cr",,,
"4 BHK Apartment for Sale in Kumar Palmsprings Towers, Undri Pune",1650 sqft,Poss. by Sep '26,8 out of 15,"₹
1.40 Cr",,,
2 BHK Apartment for Sale in Anand Nagar Pune,756 sqft,Ready to Move,3 out of 9,"₹
96 Lac",,,
"4 BHK Apartment for Sale in Forest Trails Cascade Crescent & Meadows Bungalow, Bhugaon, Bavdhan Pune",2400 sqft,Ready to Move,1 out of 1,"₹
3.55 Cr",,,
"2 BHK Apartment for Sale in Gera Park View, EON Free Zone, Kharadi Pune",830 sqft,Ready to Move,5 out of 12,"₹
98 Lac",,,
3 BHK Apartment for Sale in Camp Pune,1200 sqft,Ready to Move,4 out of 6,"₹
1.25 Cr",,,
"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",954 sqft,Ready to Move,N/A,"₹
1.15 Cr",,Resale,
"3 BHK Apartment for Sale in Mantra 29 Gold Coast Phase 6, Tingre Nagar Pune",987 sqft,Poss. by Dec '24,5 out of 7,"₹
86.6 Lac",,,
3 BHK Apartment for Sale in Hadapsar Pune,1216 sqft,Poss. by Dec '26,11 out of 16,"₹
1.62 Cr",,,
"3 BHK Apartment for Sale in Mantra Montana, Dhanori Pune",978 sqft,Ready to Move,10 out of 14,"₹
88 Lac",,,
"4 BHK Apartment for Sale in Marvel Isola II, NIBM Road Pune",3600 sqft,Ready to Move,7 out of 12,"₹
3.25 Cr",,,
2 BHK Apartment for Sale in Baner Road Pune,980 sqft,Ready to Move,10 out of 11,"₹
1.10 Cr",,,
"4 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",1300 sqft,Ready to Move,15 out of 22,"₹
2 Cr",,,
"2 BHK Apartment for Sale in Celestial City Phase I, Ravet, Pimpri Chinchwad Pune",696 sqft,Ready to Move,3 out of 8,"₹
72 Lac",,,
"2 BHK Apartment for Sale in Shashwati Reflections, Wakad Pune",702 sqft,Ready to Move,6 out of 12,"₹
85 Lac",,,
"3 BHK Apartment for Sale in Montvert Avion, Pashan Pune",1200 sqft,Ready to Move,3 out of 3,"₹
2.60 Cr",,,
4 BHK Apartment for Sale in Baner Pune,N/A,Ready to Move,2 out of 5,"₹
2.75 Cr",,,
